doc_id,describer,entry,position,token
J01,Hosken,5,14,olive
J01,Hosken,5,15,","
J01,Hosken,5,16,below
J01,Hosken,5,17,olive
J01,Hosken,5,18,.
J01,Hosken,5,19,the
J01,Hosken,5,20,female
J01,Hosken,5,21,above
J01,Hosken,5,22,rufous
J01,Hosken,5,23,","
J01,Hosken,5,24,below
J01,Hosken,5,25,olive
J01,Hosken,5,26,.
J01,Hosken,5,27,frequents
J01,Hosken,5,28,the
J01,Hosken,5,29,reedbed
J01,Hosken,5,30,of
J01,Hosken,5,31,the
J01,Hosken,5,32,western
J01,Hosken,5,33,slope
J01,Hosken,5,34,.
J01,Hosken,5,35,call
J01,Hosken,5,36,a
J01,Hosken,5,37,churring
J01,Hosken,5,38,note
J01,Hosken,5,39,repeated
J01,Hosken,5,40,four
J01,Hosken,5,41,times
J01,Hosken,5,42,.
J01,Hosken,5,43,taken
J01,Hosken,5,44,in
J01,Hosken,5,45,the
J01,Hosken,5,46,monsoon
J01,Hosken,5,47,.
J01,Hosken,6,1,entry
J01,Hosken,6,2,on
J01,Hosken,6,3,the
J01,Hosken,6,4,bulbul
J01,Hosken,6,5,.
J01,Hosken,6,6,bill
J01,Hosken,6,7,slender
J01,Hosken,6,8,","
J01,Hosken,6,9,culmen
J01,Hosken,6,10,curved
J01,Hosken,6,11,.
J01,Hosken,6,12,plumage
J01,Hosken,6,13,above
J01,Hosken,6,14,olive
J01,Hosken,6,15,","
J01,Hosken,6,16,below
J01,Hosken,6,17,ochre
J01,Hosken,6,18,.
J01,Hosken,6,19,the
J01,Hosken,6,20,female
J01,Hosken,6,21,above
J01,Hosken,6,22,olive
J01,Hosken,6,23,","
J01,Hosken,6,24,below
J01,Hosken,6,25,rufous
J01,Hosken,6,26,.
J01,Hosken,6,27,frequents
J01,Hosken,6,28,the
J01,Hosken,6,29,reedbed
J01,Hosken,6,30,of
J01,Hosken,6,31,the
J01,Hosken,6,32,western
J01,Hosken,6,33,slope
J01,Hosken,6,34,.
J01,Hosken,6,35,call
J01,Hosken,6,36,a
J01,Hosken,6,37,plaintive
J01,Hosken,6,38,note
J01,Hosken,6,39,repeated
J01,Hosken,6,40,six
J01,Hosken,6,41,times
J01,Hosken,6,42,.
J01,Hosken,6,43,the
J01,Hosken,6,44,iris
J01,Hosken,6,45,pale
J01,Hosken,6,46,in
J01,Hosken,6,47,every
J01,Hosken,6,48,specimen
J01,Hosken,6,49,handled
J01,Hosken,6,50,.
J01,Hosken,6,51,taken
J01,Hosken,6,52,in
J01,Hosken,6,53,the
J01,Hosken,6,54,rains
J01,Hosken,6,55,.
J01,Hosken,7,1,entry
J01,Hosken,7,2,on
J01,Hosken,7,3,the
J01,Hosken,7,4,weaver
J01,Hosken,7,5,.
J01,Hosken,7,6,bill
J01,Hosken,7,7,fine
J01,Hosken,7,8,","
J01,Hosken,7,9,culmen
J01,Hosken,7,10,ridged
J01,Hosken,7,11,.
J01,Hosken,7,12,plumage
J01,Hosken,7,13,above
J01,Hosken,7,14,olive
J01,Hosken,7,15,","
J01,Hosken,7,16,below
J01,Hosken,7,17,olive
J01,Hosken,7,18,.
J01,Hosken,7,19,the
J01,Hosken,7,20,female
J01,Hosken,7,21,above
J01,Hosken,7,22,dusky
J01,Hosken,7,23,","
J01,Hosken,7,24,below
J01,Hosken,7,25,olive
J01,Hosken,7,26,.
J01,Hosken,7,27,frequents
J01,Hosken,7,28,the
J01,Hosken,7,29,thicket
J01,Hosken,7,30,of
J01,Hosken,7,31,the
J01,Hosken,7,32,southern
J01,Hosken,7,33,slope
J01,Hosken,7,34,.
J01,Hosken,7,35,call
J01,Hosken,7,36,a
J01,Hosken,7,37,churring
J01,Hosken,7,38,note
J01,Hosken,7,39,repeated
J01,Hosken,7,40,six
J01,Hosken,7,41,times
J01,Hosken,7,42,.
J01,Hosken,7,43,taken
J01,Hosken,7,44,in
J01,Hosken,7,45,the
J01,Hosken,7,46,drought
J01,Hosken,7,47,.
J01,Hosken,8,1,entry
J01,Hosken,8,2,on
J01,Hosken,8,3,the
J01,Hosken,8,4,roller
J01,Hosken,8,5,.
J01,Hosken,8,6,bill
J01,Hosken,8,7,deep
J01,Hosken,8,8,","
J01,Hosken,8,9,culmen
J01,Hosken,8,10,curved
J01,Hosken,8,11,.
J01,Hosken,8,12,plumage
J01,Hosken,8,13,above
J01,Hosken,8,14,olive
J01,Hosken,8,15,","
J01,Hosken,8,16,below
J01,Hosken,8,17,olive
J01,Hosken,8,18,.
J01,Hosken,8,19,the
J01,Hosken,8,20,female
J01,Hosken,8,21,above
J01,Hosken,8,22,ashen
J01,Hosken,8,23,","
J01,Hosken,8,24,below
J01,Hosken,8,25,rufous
J01,Hosken,8,26,.
J01,Hosken,8,27,frequents
J01,Hosken,8,28,the
J01,Hosken,8,29,canopy
J01,Hosken,8,30,of
J01,Hosken,8,31,the
J01,Hosken,8,32,western
J01,Hosken,8,33,slope
J01,Hosken,8,34,.
J01,Hosken,8,35,call
J01,Hosken,8,36,a
J01,Hosken,8,37,piping
J01,Hosken,8,38,note
J01,Hosken,8,39,repeated
J01,Hosken,8,40,five
J01,Hosken,8,41,times
J01,Hosken,8,42,.
J01,Hosken,8,43,taken
J01,Hosken,8,44,in
J01,Hosken,8,45,the
J01,Hosken,8,46,monsoon
J01,Hosken,8,47,.
J01,Hosken,9,1,entry
J01,Hosken,9,2,on
J01,Hosken,9,3,the
J01,Hosken,9,4,hoopoe
J01,Hosken,9,5,.
J01,Hosken,9,6,bill
J01,Hosken,9,7,deep
J01,Hosken,9,8,","
J01,Hosken,9,9,culmen
J01,Hosken,9,10,curved
J01,Hosken,9,11,.
J01,Hosken,9,12,plumage
J01,Hosken,9,13,above
J01,Hosken,9,14,slate
J01,Hosken,9,15,","
J01,Hosken,9,16,below
J01,Hosken,9,17,olive
J01,Hosken,9,18,.
J01,Hosken,9,19,the
J01,Hosken,9,20,female
J01,Hosken,9,21,above
J01,Hosken,9,22,olive
J01,Hosken,9,23,","
J01,Hosken,9,24,below
J01,Hosken,9,25,olive
J01,Hosken,9,26,.
J01,Hosken,9,27,frequents
J01,Hosken,9,28,the
J01,Hosken,9,29,thicket
J01,Hosken,9,30,of
J01,Hosken,9,31,the
J01,Hosken,9,32,western
J01,Hosken,9,33,slope
J01,Hosken,9,34,.
J01,Hosken,9,35,call
J01,Hosken,9,36,a
J01,Hosken,9,37,liquid
J01,Hosken,9,38,note
J01,Hosken,9,39,repeated
J01,Hosken,9,40,four
J01,Hosken,9,41,times
J01,Hosken,9,42,.
J01,Hosken,9,43,the
J01,Hosken,9,44,iris
J01,Hosken,9,45,pale
J01,Hosken,9,46,in
J01,Hosken,9,47,every
J01,Hosken,9,48,specimen
J01,Hosken,9,49,handled
J01,Hosken,9,50,.
J01,Hosken,9,51,taken
J01,Hosken,9,52,in
J01,Hosken,9,53,the
J01,Hosken,9,54,rains
J01,Hosken,9,55,.
J01,Hosken,10,1,entry
J01,Hosken,10,2,on
J01,Hosken,10,3,the
J01,Hosken,10,4,shrike
J01,Hosken,10,5,.
J01,Hosken,10,6,bill
J01,Hosken,10,7,stout
J01,Hosken,10,8,","
J01,Hosken,10,9,culmen
J01,Hosken,10,10,stout
J01,Hosken,10,11,.
J01,Hosken,10,12,plumage
J01,Hosken,10,13,above
J01,Hosken,10,14,olive
J01,Hosken,10,15,","
J01,Hosken,10,16,below
J01,Hosken,10,17,slate
J01,Hosken,10,18,.
J01,Hosken,10,19,the
J01,Hosken,10,20,female
J01,Hosken,10,21,above
J01,Hosken,10,22,fulvous
J01,Hosken,10,23,","
J01,Hosken,10,24,below
J01,Hosken,10,25,slate
J01,Hosken,10,26,.
J01,Hosken,10,27,frequents
J01,Hosken,10,28,the
J01,Hosken,10,29,gallery
J01,Hosken,10,30,of
J01,Hosken,10,31,the
J01,Hosken,10,32,southern
J01,Hosken,10,33,slope
J01,Hosken,10,34,.
J01,Hosken,10,35,call
J01,Hosken,10,36,a
J01,Hosken,10,37,plaintive
J01,Hosken,10,38,note
J01,Hosken,10,39,repeated
J01,Hosken,10,40,five
J01,Hosken,10,41,times
J01,Hosken,10,42,.
J01,Hosken,10,43,taken
J01,Hosken,10,44,in
J01,Hosken,10,45,the
J01,Hosken,10,46,drought
J01,Hosken,10,47,.
J01,Hosken,11,1,entry
J01,Hosken,11,2,on
J01,Hosken,11,3,the
J01,Hosken,11,4,pitta
J01,Hosken,11,5,.
J01,Hosken,11,6,bill
J01,Hosken,11,7,short
J01,Hosken,11,8,","
J01,Hosken,11,9,culmen
J01,Hosken,11,10,straight
J01,Hosken,11,11,.
J01,Hosken,11,12,plumage
J01,Hosken,11,13,above
J01,Hosken,11,14,fulvous
J01,Hosken,11,15,","
J01,Hosken,11,16,below
J01,Hosken,11,17,olive
J01,Hosken,11,18,.
J01,Hosken,11,19,the
J01,Hosken,11,20,female
J01,Hosken,11,21,above
J01,Hosken,11,22,rufous
J01,Hosken,11,23,","
J01,Hosken,11,24,below
J01,Hosken,11,25,olive
J01,Hosken,11,26,.
J01,Hosken,11,27,frequents
J01,Hosken,11,28,the
J01,Hosken,11,29,thicket
J01,Hosken,11,30,of
J01,Hosken,11,31,the
J01,Hosken,11,32,southern
J01,Hosken,11,33,slope
J01,Hosken,11,34,.
J01,Hosken,11,35,call
J01,Hosken,11,36,a
J01,Hosken,11,37,plaintive
J01,Hosken,11,38,note
J01,Hosken,11,39,repeated
J01,Hosken,11,40,six
J01,Hosken,11,41,times
J01,Hosken,11,42,.
J01,Hosken,11,43,taken
J01,Hosken,11,44,in
J01,Hosken,11,45,the
J01,Hosken,11,46,monsoon
J01,Hosken,11,47,.
J01,Hosken,12,1,entry
J01,Hosken,12,2,on
J01,Hosken,12,3,the
J01,Hosken,12,4,greenbill
J01,Hosken,12,5,.
J01,Hosken,12,6,bill
J01,Hosken,12,7,stout
J01,Hosken,12,8,","
J01,Hosken,12,9,culmen
J01,Hosken,12,10,curved
J01,Hosken,12,11,.
J01,Hosken,12,12,plumage
J01,Hosken,12,13,above
J01,Hosken,12,14,rufous
J01,Hosken,12,15,","
J01,Hosken,12,16,below
J01,Hosken,12,17,olive
J01,Hosken,12,18,.
J01,Hosken,12,19,the
J01,Hosken,12,20,female
J01,Hosken,12,21,above
J01,Hosken,12,22,slate
J01,Hosken,12,23,","
J01,Hosken,12,24,below
J01,Hosken,12,25,dusky
J01,Hosken,12,26,.
J01,Hosken,12,27,frequents
J01,Hosken,12,28,the
J01,Hosken,12,29,thicket
J01,Hosken,12,30,of
J01,Hosken,12,31,the
J01,Hosken,12,32,eastern
J01,Hosken,12,33,slope
J01,Hosken,12,34,.
J01,Hosken,12,35,call
J01,Hosken,12,36,a
J01,Hosken,12,37,churring
J01,Hosken,12,38,note
J01,Hosken,12,39,repeated
J01,Hosken,12,40,four
J01,Hosken,12,41,times
J01,Hosken,12,42,.
J01,Hosken,12,43,the
J01,Hosken,12,44,iris
J01,Hosken,12,45,pale
J01,Hosken,12,46,in
J01,Hosken,12,47,every
J01,Hosken,12,48,specimen
J01,Hosken,12,49,handled
J01,Hosken,12,50,.
J01,Hosken,12,51,taken
J01,Hosken,12,52,in
J01,Hosken,12,53,the
J01,Hosken,12,54,rains
J01,Hosken,12,55,.
J01,Hosken,13,1,entry
J01,Hosken,13,2,on
J01,Hosken,13,3,the
J01,Hosken,13,4,ashvanga
J01,Hosken,13,5,.
J01,Hosken,13,6,bill
J01,Hosken,13,7,stout
J01,Hosken,13,8,","
J01,Hosken,13,9,culmen
J01,Hosken,13,10,stout
J01,Hosken,13,11,.
J01,Hosken,13,12,plumage
J01,Hosken,13,13,above
J01,Hosken,13,14,ashen
J01,Hosken,13,15,","
J01,Hosken,13,16,below
J01,Hosken,13,17,ochre
J01,Hosken,13,18,.
J01,Hosken,13,19,the
J01,Hosken,13,20,female
J01,Hosken,13,21,above
J01,Hosken,13,22,fulvous
J01,Hosken,13,23,","
J01,Hosken,13,24,below
J01,Hosken,13,25,olive
J01,Hosken,13,26,.
J01,Hosken,13,27,frequents
J01,Hosken,13,28,the
J01,Hosken,13,29,reedbed
J01,Hosken,13,30,of
J01,Hosken,13,31,the
J01,Hosken,13,32,eastern
J01,Hosken,13,33,slope
J01,Hosken,13,34,.
J01,Hosken,13,35,call
J01,Hosken,13,36,a
J01,Hosken,13,37,liquid
J01,Hosken,13,38,note
J01,Hosken,13,39,repeated
J01,Hosken,13,40,six
J01,Hosken,13,41,times
J01,Hosken,13,42,.
J01,Hosken,13,43,taken
J01,Hosken,13,44,in
J01,Hosken,13,45,the
J01,Hosken,13,46,monsoon
J01,Hosken,13,47,.
J01,Hosken,14,1,entry
J01,Hosken,14,2,on
J01,Hosken,14,3,the
J01,Hosken,14,4,spurwing
J01,Hosken,14,5,.
J01,Hosken,14,6,bill
J01,Hosken,14,7,slender
J01,Hosken,14,8,","
J01,Hosken,14,9,culmen
J01,Hosken,14,10,straight
J01,Hosken,14,11,.
J01,Hosken,14,12,plumage
J01,Hosken,14,13,above
J01,Hosken,14,14,dusky
J01,Hosken,14,15,","
J01,Hosken,14,16,below
J01,Hosken,14,17,dusky
J01,Hosken,14,18,.
J01,Hosken,14,19,the
J01,Hosken,14,20,female
J01,Hosken,14,21,above
J01,Hosken,14,22,olive
J01,Hosken,14,23,","
J01,Hosken,14,24,below
J01,Hosken,14,25,dusky
J01,Hosken,14,26,.
J01,Hosken,14,27,frequents
J01,Hosken,14,28,the
J01,Hosken,14,29,littoral
J01,Hosken,14,30,of
J01,Hosken,14,31,the
J01,Hosken,14,32,eastern
J01,Hosken,14,33,slope
J01,Hosken,14,34,.
J01,Hosken,14,35,call
J01,Hosken,14,36,a
J01,Hosken,14,37,piping
J01,Hosken,14,38,note
J01,Hosken,14,39,repeated
J01,Hosken,14,40,five
J01,Hosken,14,41,times
J01,Hosken,14,42,.
J01,Hosken,14,43,taken
J01,Hosken,14,44,in
J01,Hosken,14,45,the
J01,Hosken,14,46,drought
J01,Hosken,14,47,.
J01,Hosken,15,1,entry
J01,Hosken,15,2,on
J01,Hosken,15,3,the
J01,Hosken,15,4,reedthrush
J01,Hosken,15,5,.
J01,Hosken,15,6,bill
J01,Hosken,15,7,short
J01,Hosken,15,8,","
J01,Hosken,15,9,culmen
J01,Hosken,15,10,ridged
J01,Hosken,15,11,.
J01,Hosken,15,12,plumage
J01,Hosken,15,13,above
J01,Hosken,15,14,dusky
J01,Hosken,15,15,","
J01,Hosken,15,16,below
J01,Hosken,15,17,rufous
J01,Hosken,15,18,.
J01,Hosken,15,19,the
J01,Hosken,15,20,female
J01,Hosken,15,21,above
J01,Hosken,15,22,dusky
J01,Hosken,15,23,","
J01,Hosken,15,24,below
J01,Hosken,15,25,ashen
J01,Hosken,15,26,.
J01,Hosken,15,27,frequents
J01,Hosken,15,28,the
J01,Hosken,15,29,canopy
J01,Hosken,15,30,of
J01,Hosken,15,31,the
J01,Hosken,15,32,eastern
J01,Hosken,15,33,slope
J01,Hosken,15,34,.
J01,Hosken,15,35,call
J01,Hosken,15,36,a
J01,Hosken,15,37,liquid
J01,Hosken,15,38,note
J01,Hosken,15,39,repeated
J01,Hosken,15,40,two
J01,Hosken,15,41,times
J01,Hosken,15,42,.
J01,Hosken,15,43,the
J01,Hosken,15,44,iris
J01,Hosken,15,45,pale
J01,Hosken,15,46,in
J01,Hosken,15,47,every
J01,Hosken,15,48,specimen
J01,Hosken,15,49,handled
J01,Hosken,15,50,.
J01,Hosken,15,51,taken
J01,Hosken,15,52,in
J01,Hosken,15,53,the
J01,Hosken,15,54,monsoon
J01,Hosken,15,55,.
J02,Vaury,1,1,entry
J02,Vaury,1,2,on
J02,Vaury,1,3,the
J02,Vaury,1,4,drongo
J02,Vaury,1,5,.
J02,Vaury,1,6,bill
J02,Vaury,1,7,slender
J02,Vaury,1,8,","
J02,Vaury,1,9,culmen
J02,Vaury,1,10,curved
J02,Vaury,1,11,.
J02,Vaury,1,12,plumage
J02,Vaury,1,13,above
J02,Vaury,1,14,ochre
J02,Vaury,1,15,","
J02,Vaury,1,16,below
J02,Vaury,1,17,fulvous
J02,Vaury,1,18,.
J02,Vaury,1,19,the
J02,Vaury,1,20,female
J02,Vaury,1,21,above
J02,Vaury,1,22,olive
J02,Vaury,1,23,","
J02,Vaury,1,24,below
J02,Vaury,1,25,slate
J02,Vaury,1,26,.
J02,Vaury,1,27,frequents
J02,Vaury,1,28,the
J02,Vaury,1,29,gallery
J02,Vaury,1,30,of
J02,Vaury,1,31,the
J02,Vaury,1,32,eastern
J02,Vaury,1,33,slope
J02,Vaury,1,34,.
J02,Vaury,1,35,call
J02,Vaury,1,36,a
J02,Vaury,1,37,churring
J02,Vaury,1,38,note
J02,Vaury,1,39,repeated
J02,Vaury,1,40,three
J02,Vaury,1,41,times
J02,Vaury,1,42,.
J02,Vaury,1,43,taken
J02,Vaury,1,44,in
J02,Vaury,1,45,the
J02,Vaury,1,46,harvest
J02,Vaury,1,47,.
J02,Vaury,2,1,entry
J02,Vaury,2,2,on
J02,Vaury,2,3,the
J02,Vaury,2,4,cisticola
J02,Vaury,2,5,.
J02,Vaury,2,6,bill
J02,Vaury,2,7,fine
J02,Vaury,2,8,","
J02,Vaury,2,9,culmen
J02,Vaury,2,10,curved
J02,Vaury,2,11,.
J02,Vaury,2,12,plumage
J02,Vaury,2,13,above
J02,Vaury,2,14,slate
J02,Vaury,2,15,","
J02,Vaury,2,16,below
J02,Vaury,2,17,olive
J02,Vaury,2,18,.
J02,Vaury,2,19,the
J02,Vaury,2,20,female
J02,Vaury,2,21,above
J02,Vaury,2,22,olive
J02,Vaury,2,23,","
J02,Vaury,2,24,below
J02,Vaury,2,25,rufous
J02,Vaury,2,26,.
J02,Vaury,2,27,frequents
J02,Vaury,2,28,the
J02,Vaury,2,29,reedbed
J02,Vaury,2,30,of
J02,Vaury,2,31,the
J02,Vaury,2,32,northern
J02,Vaury,2,33,slope
J02,Vaury,2,34,.
J02,Vaury,2,35,call
J02,Vaury,2,36,a
J02,Vaury,2,37,churring
J02,Vaury,2,38,note
J02,Vaury,2,39,repeated
J02,Vaury,2,40,two
J02,Vaury,2,41,times
J02,Vaury,2,42,.
J02,Vaury,2,43,taken
J02,Vaury,2,44,in
J02,Vaury,2,45,the
J02,Vaury,2,46,monsoon
J02,Vaury,2,47,.
J02,Vaury,3,1,entry
J02,Vaury,3,2,on
J02,Vaury,3,3,the
J02,Vaury,3,4,bulbul
J02,Vaury,3,5,.
J02,Vaury,3,6,bill
J02,Vaury,3,7,slender
J02,Vaury,3,8,","
J02,Vaury,3,9,culmen
J02,Vaury,3,10,notched
J02,Vaury,3,11,.
J02,Vaury,3,12,plumage
J02,Vaury,3,13,above
J02,Vaury,3,14,olive
J02,Vaury,3,15,","
J02,Vaury,3,16,below
J02,Vaury,3,17,rufous
J02,Vaury,3,18,.
J02,Vaury,3,19,the
J02,Vaury,3,20,female
J02,Vaury,3,21,above
J02,Vaury,3,22,olive
J02,Vaury,3,23,","
J02,Vaury,3,24,below
J02,Vaury,3,25,olive
J02,Vaury,3,26,.
J02,Vaury,3,27,frequents
J02,Vaury,3,28,the
J02,Vaury,3,29,gallery
J02,Vaury,3,30,of
J02,Vaury,3,31,the
J02,Vaury,3,32,western
J02,Vaury,3,33,slope
J02,Vaury,3,34,.
J02,Vaury,3,35,call
J02,Vaury,3,36,a
J02,Vaury,3,37,churring
J02,Vaury,3,38,note
J02,Vaury,3,39,repeated
J02,Vaury,3,40,six
J02,Vaury,3,41,times
J02,Vaury,3,42,.
J02,Vaury,3,43,no
J02,Vaury,3,44,bird
J02,Vaury,3,45,of
J02,Vaury,3,46,this
J02,Vaury,3,47,kind
J02,Vaury,3,48,sings
J02,Vaury,3,49,before
J02,Vaury,3,50,the
J02,Vaury,3,51,second
J02,Vaury,3,52,light
J02,Vaury,3,53,.
J02,Vaury,3,54,taken
J02,Vaury,3,55,in
J02,Vaury,3,56,the
J02,Vaury,3,57,monsoon
J02,Vaury,3,58,.
J02,Vaury,4,1,entry
J02,Vaury,4,2,on
J02,Vaury,4,3,the
J02,Vaury,4,4,weaver
J02,Vaury,4,5,.
J02,Vaury,4,6,bill
J02,Vaury,4,7,deep
J02,Vaury,4,8,","
J02,Vaury,4,9,culmen
J02,Vaury,4,10,straight
J02,Vaury,4,11,.
J02,Vaury,4,12,plumage
J02,Vaury,4,13,above
J02,Vaury,4,14,olive
J02,Vaury,4,15,","
J02,Vaury,4,16,below
J02,Vaury,4,17,olive
J02,Vaury,4,18,.
J02,Vaury,4,19,the
J02,Vaury,4,20,female
J02,Vaury,4,21,above
J02,Vaury,4,22,ochre
J02,Vaury,4,23,","
J02,Vaury,4,24,below
J02,Vaury,4,25,dusky
J02,Vaury,4,26,.
J02,Vaury,4,27,frequents
J02,Vaury,4,28,the
J02,Vaury,4,29,canopy
J02,Vaury,4,30,of
J02,Vaury,4,31,the
J02,Vaury,4,32,northern
J02,Vaury,4,33,slope
J02,Vaury,4,34,.
J02,Vaury,4,35,call
J02,Vaury,4,36,a
J02,Vaury,4,37,rasping
J02,Vaury,4,38,note
J02,Vaury,4,39,repeated
J02,Vaury,4,40,three
J02,Vaury,4,41,times
J02,Vaury,4,42,.
J02,Vaury,4,43,taken
J02,Vaury,4,44,in
J02,Vaury,4,45,the
J02,Vaury,4,46,rains
J02,Vaury,4,47,.
J02,Vaury,5,1,entry
J02,Vaury,5,2,on
J02,Vaury,5,3,the
J02,Vaury,5,4,roller
J02,Vaury,5,5,.
J02,Vaury,5,6,bill
J02,Vaury,5,7,fine
J02,Vaury,5,8,","
J02,Vaury,5,9,culmen
J02,Vaury,5,10,curved
J02,Vaury,5,11,.
